Symbol
AUDCAD
AUDCHF
AUDCNY
AUDCZK
AUDDKK
AUDHKD
AUDHUF
AUDINR
AUDJPY
AUDMXN
AUDNOK
AUDNZD
AUDPLN
AUDSAR
AUDSEK
AUDSGD
AUDTHB
AUDTRY
AUDTWD
AUDUSD
AUDZAR
CADAUD
CADCHF
CADCNY
CADCZK
CADDKK
CADHKD
CADHUF
CADINR
CADJPY
CADNOK
CADNZD
CADPLN
CADSAR
CADSEK
CADSGD
CADTHB
CADTRY
CADTWD
CADZAR
CHFCAD
CHFCNY
CHFCZK
CHFDKK
CHFHKD
CHFHUF
CHFINR
CHFJPY
CHFMXN
CHFNOK
CHFNZD
CHFPLN
CHFSAR
CHFSEK
CHFSGD
CHFTHB
CHFTRY
CHFTWD
CHFUSD
CHFZAR
CNHUSD
CNYJPY
CZKJPY
DKKKPY
EURAUD
EURCAD
EURCHF
EURCNY
EURCZK
EURDKK
EURGBP
EURHKD
EURHUF
EURINR
EURJPY
EURMXN
EURNOK
EURNZD
EURPLN
EURSAR
EURSEK
EURSGD
EURTHB
EURTRY
EURTWD
EURUSD
EURZAR
GBPAUD
GBPCAD
GBPCHF
GBPCNY
GBPCZK
GBPDKK
GBPHKD
GBPHUF
GBPINR
GBPJPY
GBPMXN
GBPNOK
GBPNZD
GBPPLN
GBPSAR
GBPSEK
GBPSGD
GBPTHB
GBPTRY
GBPTWD
GBPUSD
GBPZAR
HKDCNY
HKDCZK
HKDDKK
HKDHUF
HKDINR
HKDJPY
HKDMXN
HKDNOK
HKDPLN
HKDSAR
HKDSEK
HKDSGD
HKDTHB
HKDTRY
HKDTWD
HKDZAR
INRJPY
JPYHUF
JPYUSD
MXNJPY
NOKJPY
NZDCAD
NZDCHF
NZDHKD
NZDJPY
NZDSGD
NZDUSD
PLNJPY
SARJPY
SEKJPY
SGDCHF
SGDCNY
SGDCZK
SGDDKK
SGDHKD
SGDHUF
SGRINR
SGDJPY
SGDMXN
SGDNOK
SGDPLN
SGDSAR
SGDSEK
SGDTHB
SGDTRY
SGDTWD
SGDZAR
THBJPY
TRYJPY
TWDJPY
USDAUD
USDCAD
USDCHF
USDCNH
USDCNY
USDCZK
USDDKK
USDEUR
USDGBP
USDHKD
USDHUF
USDINR
USDJPY
USDMXN
USDNOK
USDPLN
USDSAR
USDSEK
USDSGD
USDTHB
USDTRY
USDTWD
USDZAR
ZARJPY
